Date,Account,Description,x,Account2,Beginning Balance,Activity,Ending Balance,Month,Qtr,Year,CC,CC Ar,CC Name,ADQ CC,P&L Line,BS/PL,ADQ ACC,ADQ ACC Name,Category,Sub Group,Group,Main,ADQ ACC BS,ADQ ACC Name BS,Category BS,Sub Group BS,Group BS,Main BS,Year - Month,Report,AED K,Year - Qtr,EBITDA,Column1,Factory,BU,OHC,TURBO ACC,Column2,TURBO MAP,Scenario,CC2,CC Ar3,YTD/YTG,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Date.1,Account.1,Description.1,x.1,Account2.1,Beginning Balance.1,Activity.1
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.6070.00.1301.00000.00000,,3595.7542857142857,,Nov,Q4,2026,6070,مسطحات,General Service,G&A-HR,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.24008508284130906,Q3,EBITDA,1301.0,Chicken,14.0, ,33242000.607,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.6070.00.1401.00000.00000,,2310.8116428571425,,Nov,Q4,2026,6070,مسطحات,General Service,G&A-HR,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.1542906885796316,Q3,EBITDA,1401.0,Meat,14.0, ,33242000.607,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8200.00.1301.00000.00000,,20375.946428571428,,Nov,Q4,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.3604825017407642,Q3,EBITDA,1301.0,Chicken,14.0, ,33242000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8200.00.1401.00000.00000,,13094.596571428572,,Nov,Q4,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.8743137191312393,Q3,EBITDA,1401.0,Meat,14.0, ,33242000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8300.00.1301.00000.00000,,6592.2189285714285,,Nov,Q4,2026,8300,ادارة النظم,IT,G&A-IT,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.44015616802907315,Q3,EBITDA,1301.0,Chicken,14.0, ,33242000.83,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8300.00.1401.00000.00000,,4236.486642857143,,Nov,Q4,2026,8300,ادارة النظم,IT,G&A-IT,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.28286617098598804,Q3,EBITDA,1401.0,Meat,14.0, ,33242000.83,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8400.00.1301.00000.00000,,11386.559071428572,,Nov,Q4,2026,8400,ادارة شئون الموظفين,HR,G&A-HR,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.7602696849454879,Q3,EBITDA,1301.0,Chicken,14.0, ,33242000.84,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8400.00.1401.00000.00000,,7317.566642857142,,Nov,Q4,2026,8400,ادارة شئون الموظفين,HR,G&A-HR,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.4885869428361583,Q3,EBITDA,1401.0,Meat,14.0, ,33242000.84,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8700.00.1301.00000.00000,,13783.730785714286,,Nov,Q4,2026,8700,ادارة الامن,Security,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.9203265530956991,Q3,EBITDA,1301.0,Chicken,14.0, ,33242000.87,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33242000,مصاريف نقل عاملين,Adel,01.14.1407.33242000.8700.00.1401.00000.00000,,8858.109928571428,,Nov,Q4,2026,8700,ادارة الامن,Security,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5513006.0,Staff vehicle/transportation,0.0,Employee - Hr Related Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.5914475481452512,Q3,EBITDA,1401.0,Meat,14.0, ,33242000.87,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33226000,مصروف سيارات - مشرفين / مديرين,Adel,01.13.1101.33226000.7100.00.1301.00000.00000,,1874.6642857142856,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5517002.0,Domestic Travel Trans. Exp.,0.0,Transportation & Travel Exp.,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.12516954568433503,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33226000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33226000,مصروف سيارات - مشرفين / مديرين,Adel,01.13.1201.33226000.7100.00.1301.00000.00000,,7821.693785714285,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5517002.0,Domestic Travel Trans. Exp.,0.0,Transportation & Travel Exp.,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.5222470311620675,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33226000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33226000,مصروف سيارات - مشرفين / مديرين,Adel,01.13.1303.33226000.7100.00.1301.00000.00000,,2957.142857142857,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5517002.0,Domestic Travel Trans. Exp.,0.0,Transportation & Travel Exp.,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.19744560707370348,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33226000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33226000,مصروف سيارات - مشرفين / مديرين,Adel,01.13.1405.33226000.7100.00.1301.00000.00000,,492.8571428571428,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5517002.0,Domestic Travel Trans. Exp.,0.0,Transportation & Travel Exp.,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.03290760117895058,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33226000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33226000,مصروف سيارات - مشرفين / مديرين,Adel,01.13.1802.33226000.7100.00.1301.00000.00000,,10372.260714285714,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5517002.0,Domestic Travel Trans. Exp.,0.0,Transportation & Travel Exp.,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.6925459514112114,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33226000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33226000,مصروف سيارات - مشرفين / مديرين,Adel,01.13.1906.33226000.7100.00.1301.00000.00000,,1669.225,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5517002.0,Domestic Travel Trans. Exp.,0.0,Transportation & Travel Exp.,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.11145256059290912,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33226000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33226000,مصروف سيارات - مشرفين / مديرين,Adel,01.14.1303.33226000.7100.00.1401.00000.00000,,821.4285714285714,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5517002.0,Domestic Travel Trans. Exp.,0.0,Transportation & Travel Exp.,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.05484600196491764,Q3,EBITDA,1401.0,Meat,14.0,OHC,33226000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33130000,مصروف قطع غيار,Adel,01.00.0000.33130000.00000.00.00000.00000.00000,,7752.478571428571,,Nov,Q4,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5515007.0,Other Maintenance,0.0,Maintenance,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.5176255973444996,Q3,EBITDA,0.0,All,0.0, ,33130000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33130000,مصروف قطع غيار,Adel,01.13.1201.33130000.8410.00.1301.00000.00000,,21744.188499999997,,Nov,Q4,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5515007.0,Other Maintenance,0.0,Maintenance,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.4518387193697,Q3,EBITDA,1301.0,Chicken,13.0, ,33130000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33130000,مصروف قطع غيار,Adel,01.13.1407.33130000.7100.00.1301.00000.00000,,3607.714285714286,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5515007.0,Other Maintenance,0.0,Maintenance,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.24088364062991827,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33130000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33130000,مصروف قطع غيار,Adel,01.13.1407.33130000.8410.00.1301.00000.00000,,8147.5199999999995,,Nov,Q4,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5515007.0,Other Maintenance,0.0,Maintenance,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.5440021366094678,Q3,EBITDA,1301.0,Chicken,13.0, ,33130000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33337000,مصروف مساهمة تكافلية,Adel,01.00.0000.33337000.00000.00.00000.00000.00000,,1223895.8867857142,,Nov,Q4,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,6021004.0,Other Non Operating Income/Expense,0.0,Other Income/Expense,03 - Other Exp,05 - Other Income/Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,81.71836060530909,Q3,EBITDA,0.0,All,0.0, ,33337000.0,,03 - Other Exp,,,,YTD,,,,,,,,,,,
2026-11-30,33190000,مصروف مقاومة الآفات و القوارض,Adel,01.13.1301.33190000.7100.00.00000.00000.00000,,6320.892857142857,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518004.0,Cleaning and pest control,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.4220399851200412,Q3,EBITDA,0.0,All,13.0,OHC,33190000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.00.0000.33140000.00000.00.00000.00000.00000,,681158.1642142857,,Nov,Q4,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,45.48028071137649,Q3,EBITDA,0.0,All,0.0, ,33140000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.00.0000.33140000.7200.00.00000.00000.00000,,249385.7142857143,,Nov,Q4,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,16.651246196548996,Q3,EBITDA,0.0,All,0.0,OHC,33140000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.00.0000.33140000.8200.00.00000.00000.00000,,105463.21428571428,,Nov,Q4,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,7.041678192275775,Q3,EBITDA,0.0,All,0.0, ,33140000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.00.0000.33140000.8700.00.00000.00000.00000,,158682.64978571428,,Nov,Q4,2026,8700,ادارة الامن,Security,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,10.595089122368584,Q3,EBITDA,0.0,All,0.0, ,33140000.87,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.00.1407.33140000.8300.00.00000.00000.00000,,183589.9872142857,,Nov,Q4,2026,8300,ادارة النظم,IT,G&A-IT,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,12.258128277644769,Q3,EBITDA,0.0,All,0.0, ,33140000.83,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1101.33140000.7100.00.00000.00000.00000,,3418.613214285714,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.22825754251757455,Q3,EBITDA,0.0,All,13.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1101.33140000.7100.00.1301.00000.00000,,1986.6414285714284,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.1326461526721926,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1303.33140000.7100.00.1301.00000.00000,,531.9571428571428,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.035518270872480655,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1407.33140000.6900.00.00000.00000.00000,,84.4675,,Nov,Q4,2026,6900,المطعم,General Service,G&A-HR,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.005639814382052481,Q3,EBITDA,0.0,All,13.0, ,33140000.69,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1407.33140000.8200.00.00000.00000.00000,,22474.28571428571,,Nov,Q4,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.5005866137601462,Q3,EBITDA,0.0,All,13.0, ,33140000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1407.33140000.8410.00.00000.00000.00000,,12953.862857142856,,Nov,Q4,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.8649170633065939,Q3,EBITDA,0.0,All,13.0, ,33140000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1801.33140000.7100.00.1301.00000.00000,,268.1142857142857,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.017901735041349114,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.13.1906.33140000.7100.00.1301.00000.00000,,36.47142857142857,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.0024351624872423427,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.14.1201.33140000.7100.00.1401.00000.00000,,314.93571428571425,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.02102795715334942,Q3,EBITDA,1401.0,Meat,14.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.14.1303.33140000.7100.00.1401.00000.00000,,129.04642857142855,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.008616306908688559,Q3,EBITDA,1401.0,Meat,14.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33140000,مصروف مهمات متنوعة,Adel,01.14.1701.33140000.7100.00.1401.00000.00000,,161.08214285714286,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518017.0,Lab Supplies/Consumables,0.0,Consumables,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.010755300985320349,Q3,EBITDA,1401.0,Meat,14.0,OHC,33140000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1101.33150000.7100.00.1301.00000.00000,,1341.3928571428569,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.08956352120871049,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33150000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1101.33150000.7200.00.00000.00000.00000,,1213.25,,Nov,Q4,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.08100754490218334,Q3,EBITDA,0.0,All,13.0,OHC,33150000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1101.33150000.7200.00.1301.00000.00000,,750.7857142857142,,Nov,Q4,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.05012924579593472,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33150000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1201.33150000.7100.00.1301.00000.00000,,2459.8450714285714,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.16424150840813057,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33150000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1303.33150000.7100.00.1301.00000.00000,,739.2857142857142,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.04936140176842587,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33150000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1407.33150000.8200.00.00000.00000.00000,,17488.846785714286,,Nov,Q4,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.1677136132546095,Q3,EBITDA,0.0,All,13.0, ,33150000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1407.33150000.8410.00.00000.00000.00000,,72461.23714285714,,Nov,Q4,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,4.838167666612615,Q3,EBITDA,0.0,All,13.0, ,33150000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-11-30,33150000,مصروف وقود وزيوت وشحوم,Adel,01.13.1802.33150000.7100.00.1301.00000.00000,,180.7142857142857,,Nov,Q4,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5524002.0,Vehicle Fuel,0.0,Petrol & Diesel,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.012066120432281878,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33150000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
